483,494,524,617,481,493,519,627,0.7758892588049764,2.167991109503011,0.988669,
484,482,524,607,485,472,520,613,0.7868705035971223,4.150988435673744,0.99323624,
487,468,527,595,489,460,521,607,0.7104895104895105,4.431279991378965,0.99092615,
486,453,526,582,491,442,521,598,0.6482412060301508,4.326183373972167,0.99386686,
486,438,525,569,486,425,517,582,0.6865595942519019,4.069011012891059,0.99368536,
485,423,524,555,488,407,516,574,0.6031331592689295,4.132229646253973,0.99074566,
486,411,524,542,492,397,522,554,0.682528655783258,4.033093198663041,0.9861312,
486,398,525,529,492,386,521,535,0.6746581424258569,4.267895318985263,0.9923128,
487,386,525,515,486,376,516,510,0.6751783702591063,4.286353440126721,0.99162155,
488,374,525,502,488,372,520,491,0.78,0.5392830344133813,0.9940611,
488,361,525,489,491,362,524,475,0.7873733108108109,1.6138213743882717,0.99617046,
489,349,525,476,491,353,521,478,0.7966321243523317,4.48120413215282,0.9957624,
491,338,526,464,492,340,522,473,0.7948717948717948,4.340487270793039,0.996529,
492,327,527,453,492,319,519,462,0.6987060998151571,4.436773681705189,0.99574256,
486,316,521,441,490,310,517,447,0.7182379229623325,4.40270609290779,0.99564373,
484,305,517,431,487,293,511,440,0.6486486486486487,4.4811227422398,0.9956385,
484,298,517,423,488,288,513,434,0.6720430107526881,3.995480880428135,0.99574536,
498,292,530,417,498,285,524,415,0.7647058823529411,4.445741820120558,0.99370766,
510,293,542,418,515,280,539,424,0.6732495511669659,4.405675072976178,0.99527556,
519,293,551,418,523,293,548,423,0.7575757575757576,0.31154072984676634,0.99503404,
526,291,557,417,530,285,555,416,0.7704635108481263,1.1430826437361759,0.9842722,
527,292,559,418,535,282,559,414,0.6853932584269663,4.54551306713195,0.9807596,
514,285,546,412,526,272,548,415,0.5438972162740899,4.454249549456747,0.97448325,
489,267,520,393,496,258,517,404,0.6116504854368932,4.524136145702436,0.9716145,
481,263,512,388,484,256,505,403,0.6052570901544847,4.233198629003282,0.96794844,
480,265,510,388,480,254,502,403,0.6349131862975129,4.426337012534047,0.9692389,
487,267,516,389,487,259,510,406,0.6822270848529054,4.45225898083141,0.97314197,
493,269,522,389,497,265,522,401,0.7731958762886598,4.4568290588845345,0.9763568,
510,276,538,394,504,270,529,402,0.5139844108207244,4.462818394331759,0.9779655,
521,285,549,401,524,277,547,417,0.7021052631578948,0.2925612044389353,0.98517245,
541,299,570,417,542,291,566,426,0.739425587467363,0.9450078632293765,0.9845701,
555,307,584,427,553,301,577,424,0.6671850699844479,4.533260414448748,0.9777683,
559,314,589,436,558,319,584,434,0.7615894039735099,4.667811462575078,0.98382366,
551,313,581,436,549,318,575,435,0.7155963302752294,4.785707358204885,0.9822545,
546,308,576,433,545,309,569,431,0.7246900826446281,4.505900540045786,0.98464495,
542,303,572,430,543,296,565,425,0.6770938446014128,4.578484646705018,0.9872659,
541,298,571,427,544,300,567,423,0.7310077519379845,4.50634108187323,0.9845798,
543,291,574,421,549,295,572,416,0.6905707196029777,4.605966897424183,0.9852209,
545,284,576,415,548,294,572,403,0.6441763112533858,4.415847046313551,0.984106,
547,277,578,409,550,283,574,404,0.7096774193548387,0.2621113507548716,0.9823211,
549,269,581,402,551,270,574,402,0.7133458646616542,0.9733164922025456,0.98970246,
551,262,583,396,550,256,573,396,0.6464912280701754,4.280967914460335,0.9885671,
550,257,582,392,550,255,572,397,0.6638354939651319,4.3926911085347555,0.9911425,
548,251,581,388,546,255,571,389,0.6357024106400665,4.54109370280187,0.9897256,
547,245,580,384,546,247,573,383,0.748676688545416,4.485613176522929,0.9902778,
545,240,580,380,544,251,573,375,0.6910828025477707,4.338839418716277,0.9898585,
544,237,579,379,547,238,575,371,0.7492957746478873,4.616084910436395,0.99101824,
